Answer,Label
"Whenever I get a chance, I try to read about cars.",MECHANICAL
"I think transformers is the future, and I love wiring.",ELECTRICAL
"Whenever I get a chance, I try to read about manufacturing. I also think I have a knack for it.",MECHANICAL
My favorite projects always involve buildings and I am fascinated by bridges.,CIVIL
I find business incredibly interesting and I'm good at understanding strategy. I also think I have a knack for it.,MANAGEMENT
I find molecules incredibly interesting and I'm good at understanding experiments. I also think I have a knack for it.,CHEMISTRY
"If I had to choose, I would spend my time learning about finance and startups.",MANAGEMENT
I have always been curious about thermodynamics. I also think I have a knack for it.,MECHANICAL
"If I had to choose, I would spend my time learning about quantum and gravity. It's just something that comes naturally to me.",PHYSICS
"I am very passionate about transformers, especially when it comes to power.",ELECTRICAL
"If I had to choose, I would spend my time learning about blueprints and buildings.",CIVIL
"I am very passionate about engines, especially when it comes to gears. I also think I have a knack for it.",MECHANICAL
"Whenever I get a chance, I try to read about synthesis.",CHEMISTRY
I find management incredibly interesting and I'm good at understanding marketing.,MANAGEMENT
"If I had to choose, I would spend my time learning about programming and hackathons. I also think I have a knack for it.",CSE
I really enjoy working with strategy and management. I also think I have a knack for it.,MANAGEMENT
"If I had to choose, I would spend my time learning about strategy and leadership. I also think I have a knack for it.",MANAGEMENT
My favorite projects always involve architecture and I am fascinated by bridges.,CIVIL
"I think compounds is the future, and I love experiments.",CHEMISTRY
"I am very passionate about genetics, especially when it comes to ecosystems. I also think I have a knack for it.",BIOLOGY
"I am very passionate about genetics, especially when it comes to health.",BIOLOGY
I want to build a career where I can utilize my skills in construction and architecture.,CIVIL
I have always been curious about relativity. I also think I have a knack for it.,PHYSICS
My favorite projects always involve cells and I am fascinated by genetics. I also think I have a knack for it.,BIOLOGY
I find leadership incredibly interesting and I'm good at understanding business. I also think I have a knack for it.,MANAGEMENT
I find laboratory incredibly interesting and I'm good at understanding chemicals. I also think I have a knack for it.,CHEMISTRY
My favorite projects always involve transformers and I am fascinated by voltage. I also think I have a knack for it.,ELECTRICAL
"I think animals is the future, and I love cells.",BIOLOGY
I find finance incredibly interesting and I'm good at understanding teamwork. I also think I have a knack for it.,MANAGEMENT
"I am very passionate about cells, especially when it comes to ecosystems. I also think I have a knack for it.",BIOLOGY
I have always been curious about renewable energy.,ELECTRICAL
I want to build a career where I can utilize my skills in ecosystems and health. I also think I have a knack for it.,BIOLOGY
I have always been curious about startups. I also think I have a knack for it.,MANAGEMENT
"I am very passionate about power, especially when it comes to electronics. I also think I have a knack for it.",ELECTRICAL
I find CAD incredibly interesting and I'm good at understanding machines. I also think I have a knack for it.,MECHANICAL
I have always been curious about ecosystems.,BIOLOGY
"If I had to choose, I would spend my time learning about relativity and forces. I also think I have a knack for it.",PHYSICS
I really enjoy working with animals and health. I also think I have a knack for it.,BIOLOGY
"I think app development is the future, and I love software. I also think I have a knack for it.",CSE
I am naturally drawn to business.,MANAGEMENT
"If I had to choose, I would spend my time learning about relativity and astronomy. I also think I have a knack for it.",PHYSICS
My favorite projects always involve coding and I am fascinated by software. It's just something that comes naturally to me.,CSE
"If I had to choose, I would spend my time learning about medicine and genetics. I also think I have a knack for it.",BIOLOGY
I am naturally drawn to designing structures. I also think I have a knack for it.,CIVIL
I have always been curious about CAD. I also think I have a knack for it.,MECHANICAL
"Whenever I get a chance, I try to read about debugging.",CSE
"I think programming is the future, and I love algorithms. I also think I have a knack for it.",CSE
I have always been curious about architecture.,CIVIL
My favorite projects always involve microcontrollers and I am fascinated by electronics. I also think I have a knack for it.,ELECTRICAL
I have always been curious about plants.,BIOLOGY
My favorite projects always involve microcontrollers and I am fascinated by wiring.,ELECTRICAL
I want to build a career where I can utilize my skills in living organisms and genetics. I also think I have a knack for it.,BIOLOGY
I am naturally drawn to periodic table. I also think I have a knack for it.,CHEMISTRY
"I am very passionate about AI, especially when it comes to programming.",CSE
"Whenever I get a chance, I try to read about microcontrollers. I also think I have a knack for it.",ELECTRICAL
"If I had to choose, I would spend my time learning about cells and health. I also think I have a knack for it.",BIOLOGY
I am naturally drawn to molecules. I also think I have a knack for it.,CHEMISTRY
I want to build a career where I can utilize my skills in cars and robotics. I also think I have a knack for it.,MECHANICAL
I am naturally drawn to energy. I also think I have a knack for it.,PHYSICS
"If I had to choose, I would spend my time learning about designing structures and construction.",CIVIL
"I think wiring is the future, and I love circuits.",ELECTRICAL
I have always been curious about materials.,CIVIL
"If I had to choose, I would spend my time learning about cells and living organisms. I also think I have a knack for it.",BIOLOGY
I am naturally drawn to plants.,BIOLOGY
"I think plants is the future, and I love living organisms.",BIOLOGY
"If I had to choose, I would spend my time learning about animals and genetics. I also think I have a knack for it.",BIOLOGY
"If I had to choose, I would spend my time learning about debugging and computers.",CSE
My favorite projects always involve debugging and I am fascinated by algorithms. I also think I have a knack for it.,CSE
"I think programming is the future, and I love debugging.",CSE
"Whenever I get a chance, I try to read about animals. I also think I have a knack for it.",BIOLOGY
I have always been curious about vehicles.,MECHANICAL
"I am very passionate about circuits, especially when it comes to energy.",ELECTRICAL
I am naturally drawn to designing structures. I also think I have a knack for it.,CIVIL
My favorite projects always involve astronomy and I am fascinated by space. I also think I have a knack for it.,PHYSICS
"I think entrepreneurship is the future, and I love strategy.",MANAGEMENT
"I am very passionate about finance, especially when it comes to management. I also think I have a knack for it.",MANAGEMENT
I want to build a career where I can utilize my skills in gears and manufacturing. It's just something that comes naturally to me.,MECHANICAL
"I am very passionate about energy, especially when it comes to electronics. I also think I have a knack for it.",ELECTRICAL
"I am very passionate about energy, especially when it comes to astronomy.",PHYSICS
"I am very passionate about debugging, especially when it comes to algorithms. I also think I have a knack for it.",CSE
I am naturally drawn to cars. I also think I have a knack for it.,MECHANICAL
I want to build a career where I can utilize my skills in manufacturing and thermodynamics. I also think I have a knack for it.,MECHANICAL
My favorite projects always involve thermodynamics and I am fascinated by manufacturing.,MECHANICAL
"If I had to choose, I would spend my time learning about periodic table and chemicals.",CHEMISTRY
My favorite projects always involve marketing and I am fascinated by entrepreneurship. I also think I have a knack for it.,MANAGEMENT
"If I had to choose, I would spend my time learning about architecture and urban planning. I also think I have a knack for it.",CIVIL
"If I had to choose, I would spend my time learning about leadership and business. It's just something that comes naturally to me.",MANAGEMENT
My favorite projects always involve microcontrollers and I am fascinated by circuits.,ELECTRICAL
I want to build a career where I can utilize my skills in power and microcontrollers. I also think I have a knack for it.,ELECTRICAL
I want to build a career where I can utilize my skills in hackathons and AI. I also think I have a knack for it.,CSE
"I am very passionate about computers, especially when it comes to debugging. I also think I have a knack for it.",CSE
My favorite projects always involve circuits and I am fascinated by energy. I also think I have a knack for it.,ELECTRICAL
"I am very passionate about microcontrollers, especially when it comes to wiring.",ELECTRICAL
I want to build a career where I can utilize my skills in wiring and power.,ELECTRICAL
I have always been curious about buildings. I also think I have a knack for it.,CIVIL
I have always been curious about computers. I also think I have a knack for it.,CSE
I want to build a career where I can utilize my skills in CAD and thermodynamics. I also think I have a knack for it.,MECHANICAL
I find blueprints incredibly interesting and I'm good at understanding buildings. I also think I have a knack for it.,CIVIL
"I am very passionate about finance, especially when it comes to leadership.",MANAGEMENT
I want to build a career where I can utilize my skills in electronics and transformers.,ELECTRICAL
"I am very passionate about compounds, especially when it comes to laboratory. I also think I have a knack for it.",CHEMISTRY
"I am very passionate about cars, especially when it comes to robotics.",MECHANICAL
"Whenever I get a chance, I try to read about materials. I also think I have a knack for it.",CIVIL
I am naturally drawn to finance.,MANAGEMENT
I really enjoy working with wiring and renewable energy.,ELECTRICAL
I really enjoy working with presentations and entrepreneurship.,MANAGEMENT
I really enjoy working with genetics and plants.,BIOLOGY
I find periodic table incredibly interesting and I'm good at understanding molecules.,CHEMISTRY
"I think drugs is the future, and I love chemicals. I also think I have a knack for it.",CHEMISTRY
"I think relativity is the future, and I love motion. I also think I have a knack for it.",PHYSICS
"Whenever I get a chance, I try to read about thermodynamics. I also think I have a knack for it.",MECHANICAL
"I think business is the future, and I love entrepreneurship. I also think I have a knack for it.",MANAGEMENT
I am naturally drawn to health. I also think I have a knack for it.,BIOLOGY
"Whenever I get a chance, I try to read about app development.",CSE
I want to build a career where I can utilize my skills in laboratory and compounds. I also think I have a knack for it.,CHEMISTRY
"I think electronics is the future, and I love energy. I also think I have a knack for it.",ELECTRICAL
I find relativity incredibly interesting and I'm good at understanding energy. I also think I have a knack for it.,PHYSICS
I am naturally drawn to circuits. I also think I have a knack for it.,ELECTRICAL
"I think experiments is the future, and I love molecules. I also think I have a knack for it.",CHEMISTRY
"If I had to choose, I would spend my time learning about chemicals and drugs.",CHEMISTRY
I want to build a career where I can utilize my skills in construction and designing structures. I also think I have a knack for it.,CIVIL
I find machines incredibly interesting and I'm good at understanding gears. I also think I have a knack for it.,MECHANICAL
"I think reactions is the future, and I love synthesis. I also think I have a knack for it.",CHEMISTRY
I want to build a career where I can utilize my skills in management and leadership.,MANAGEMENT
My favorite projects always involve strategy and I am fascinated by teamwork. It's just something that comes naturally to me.,MANAGEMENT
I am naturally drawn to motion.,PHYSICS
"I think chemicals is the future, and I love reactions.",CHEMISTRY
"Whenever I get a chance, I try to read about circuits. I also think I have a knack for it.",ELECTRICAL
I have always been curious about plants. It's just something that comes naturally to me.,BIOLOGY
I want to build a career where I can utilize my skills in machines and engines. I also think I have a knack for it.,MECHANICAL
I find finance incredibly interesting and I'm good at understanding strategy.,MANAGEMENT
"If I had to choose, I would spend my time learning about gravity and astronomy. It's just something that comes naturally to me.",PHYSICS
I find reactions incredibly interesting and I'm good at understanding molecules. I also think I have a knack for it.,CHEMISTRY
I have always been curious about debugging. I also think I have a knack for it.,CSE
"Whenever I get a chance, I try to read about compounds.",CHEMISTRY
"If I had to choose, I would spend my time learning about gears and cars.",MECHANICAL
"I am very passionate about electronics, especially when it comes to microcontrollers. It's just something that comes naturally to me.",ELECTRICAL
"If I had to choose, I would spend my time learning about reactions and periodic table.",CHEMISTRY
"Whenever I get a chance, I try to read about transformers.",ELECTRICAL
"If I had to choose, I would spend my time learning about plants and animals.",BIOLOGY
"I think relativity is the future, and I love motion. I also think I have a knack for it.",PHYSICS
I want to build a career where I can utilize my skills in gears and machines. I also think I have a knack for it.,MECHANICAL
"If I had to choose, I would spend my time learning about mechanics and universe. I also think I have a knack for it.",PHYSICS
"If I had to choose, I would spend my time learning about leadership and presentations. It's just something that comes naturally to me.",MANAGEMENT
"I am very passionate about living organisms, especially when it comes to genetics.",BIOLOGY
"If I had to choose, I would spend my time learning about mechanics and energy. I also think I have a knack for it.",PHYSICS
"I think universe is the future, and I love relativity. I also think I have a knack for it.",PHYSICS
I am naturally drawn to construction. I also think I have a knack for it.,CIVIL
I find architecture incredibly interesting and I'm good at understanding construction. I also think I have a knack for it.,CIVIL
I have always been curious about blueprints. I also think I have a knack for it.,CIVIL
I really enjoy working with architecture and blueprints.,CIVIL
"I think presentations is the future, and I love leadership. I also think I have a knack for it.",MANAGEMENT
"If I had to choose, I would spend my time learning about periodic table and molecules.",CHEMISTRY
I am naturally drawn to transformers. I also think I have a knack for it.,ELECTRICAL
I have always been curious about forces. I also think I have a knack for it.,PHYSICS
I find drugs incredibly interesting and I'm good at understanding synthesis.,CHEMISTRY
I have always been curious about robotics. It's just something that comes naturally to me.,MECHANICAL
My favorite projects always involve debugging and I am fascinated by programming. I also think I have a knack for it.,CSE
I want to build a career where I can utilize my skills in computers and programming.,CSE
I have always been curious about periodic table.,CHEMISTRY
"Whenever I get a chance, I try to read about forces. I also think I have a knack for it.",PHYSICS
I really enjoy working with thermodynamics and CAD. I also think I have a knack for it.,MECHANICAL
I have always been curious about health. I also think I have a knack for it.,BIOLOGY
I want to build a career where I can utilize my skills in finance and leadership. I also think I have a knack for it.,MANAGEMENT
"I think gears is the future, and I love thermodynamics. I also think I have a knack for it.",MECHANICAL
"I think vehicles is the future, and I love CAD.",MECHANICAL
"I think reactions is the future, and I love molecules.",CHEMISTRY
"I think universe is the future, and I love gravity. I also think I have a knack for it.",PHYSICS
I am naturally drawn to CAD. It's just something that comes naturally to me.,MECHANICAL
I am naturally drawn to plants.,BIOLOGY
"I think engines is the future, and I love gears. I also think I have a knack for it.",MECHANICAL
I find entrepreneurship incredibly interesting and I'm good at understanding teamwork. I also think I have a knack for it.,MANAGEMENT
I am naturally drawn to synthesis.,CHEMISTRY
I want to build a career where I can utilize my skills in anatomy and plants.,BIOLOGY
"I think presentations is the future, and I love finance.",MANAGEMENT
"I am very passionate about management, especially when it comes to strategy. It's just something that comes naturally to me.",MANAGEMENT
"I am very passionate about power, especially when it comes to energy.",ELECTRICAL
"If I had to choose, I would spend my time learning about vehicles and machines.",MECHANICAL
I want to build a career where I can utilize my skills in genetics and anatomy.,BIOLOGY
"Whenever I get a chance, I try to read about energy.",ELECTRICAL
I really enjoy working with infrastructure and construction.,CIVIL
My favorite projects always involve manufacturing and I am fascinated by vehicles. I also think I have a knack for it.,MECHANICAL
"If I had to choose, I would spend my time learning about energy and forces. I also think I have a knack for it.",PHYSICS
"I think algorithms is the future, and I love AI. It's just something that comes naturally to me.",CSE
I have always been curious about startups. I also think I have a knack for it.,MANAGEMENT
I have always been curious about reactions. I also think I have a knack for it.,CHEMISTRY
"I am very passionate about motion, especially when it comes to quantum. It's just something that comes naturally to me.",PHYSICS
I want to build a career where I can utilize my skills in strategy and finance. I also think I have a knack for it.,MANAGEMENT
I have always been curious about genetics.,BIOLOGY
"If I had to choose, I would spend my time learning about marketing and teamwork.",MANAGEMENT
My favorite projects always involve teamwork and I am fascinated by business.,MANAGEMENT
My favorite projects always involve electronics and I am fascinated by wiring.,ELECTRICAL
I really enjoy working with thermodynamics and gears. I also think I have a knack for it.,MECHANICAL
My favorite projects always involve health and I am fascinated by medicine. I also think I have a knack for it.,BIOLOGY
I have always been curious about debugging.,CSE
I am naturally drawn to designing structures. I also think I have a knack for it.,CIVIL
"I am very passionate about circuits, especially when it comes to electronics. I also think I have a knack for it.",ELECTRICAL
"I think genetics is the future, and I love cells. I also think I have a knack for it.",BIOLOGY
I find relativity incredibly interesting and I'm good at understanding energy. I also think I have a knack for it.,PHYSICS
"Whenever I get a chance, I try to read about transformers. I also think I have a knack for it.",ELECTRICAL
I am naturally drawn to medicine.,BIOLOGY
I find coding incredibly interesting and I'm good at understanding algorithms. I also think I have a knack for it.,CSE
"I am very passionate about leadership, especially when it comes to presentations. I also think I have a knack for it.",MANAGEMENT
My favorite projects always involve circuits and I am fascinated by voltage.,ELECTRICAL
I am naturally drawn to finance. It's just something that comes naturally to me.,MANAGEMENT
"I think drugs is the future, and I love experiments.",CHEMISTRY
I find health incredibly interesting and I'm good at understanding living organisms. I also think I have a knack for it.,BIOLOGY
I want to build a career where I can utilize my skills in thermodynamics and robotics. I also think I have a knack for it.,MECHANICAL
I have always been curious about startups. I also think I have a knack for it.,MANAGEMENT
I am naturally drawn to health. I also think I have a knack for it.,BIOLOGY
I really enjoy working with periodic table and molecules.,CHEMISTRY
I am naturally drawn to materials. I also think I have a knack for it.,CIVIL
"I am very passionate about health, especially when it comes to animals. I also think I have a knack for it.",BIOLOGY
"Whenever I get a chance, I try to read about thermodynamics. I also think I have a knack for it.",MECHANICAL
I am naturally drawn to health.,BIOLOGY
"I am very passionate about electronics, especially when it comes to renewable energy. I also think I have a knack for it.",ELECTRICAL
"If I had to choose, I would spend my time learning about CAD and cars.",MECHANICAL
"If I had to choose, I would spend my time learning about manufacturing and engines. I also think I have a knack for it.",MECHANICAL
I want to build a career where I can utilize my skills in molecules and compounds.,CHEMISTRY
"I think app development is the future, and I love AI. I also think I have a knack for it.",CSE
"I think programming is the future, and I love app development.",CSE
"If I had to choose, I would spend my time learning about architecture and bridges. I also think I have a knack for it.",CIVIL
"I am very passionate about space, especially when it comes to mechanics.",PHYSICS
"Whenever I get a chance, I try to read about ecosystems. I also think I have a knack for it.",BIOLOGY
"I am very passionate about programming, especially when it comes to hackathons. I also think I have a knack for it.",CSE
"Whenever I get a chance, I try to read about infrastructure. I also think I have a knack for it.",CIVIL
I find management incredibly interesting and I'm good at understanding entrepreneurship.,MANAGEMENT
"If I had to choose, I would spend my time learning about energy and voltage.",ELECTRICAL
I want to build a career where I can utilize my skills in laboratory and molecules. I also think I have a knack for it.,CHEMISTRY
"I am very passionate about designing structures, especially when it comes to construction.",CIVIL
I really enjoy working with motion and forces.,PHYSICS
I am naturally drawn to energy. It's just something that comes naturally to me.,PHYSICS
I find teamwork incredibly interesting and I'm good at understanding startups. It's just something that comes naturally to me.,MANAGEMENT
"I think hackathons is the future, and I love app development. I also think I have a knack for it.",CSE
"I am very passionate about ecosystems, especially when it comes to anatomy. I also think I have a knack for it.",BIOLOGY
My favorite projects always involve management and I am fascinated by marketing.,MANAGEMENT
"I am very passionate about materials, especially when it comes to urban planning.",CIVIL
"Whenever I get a chance, I try to read about synthesis.",CHEMISTRY
"I think buildings is the future, and I love architecture. I also think I have a knack for it.",CIVIL
I have always been curious about renewable energy. I also think I have a knack for it.,ELECTRICAL
I find voltage incredibly interesting and I'm good at understanding transformers. I also think I have a knack for it.,ELECTRICAL
"If I had to choose, I would spend my time learning about drugs and laboratory.",CHEMISTRY
I have always been curious about motion.,PHYSICS
I find startups incredibly interesting and I'm good at understanding leadership.,MANAGEMENT
"I am very passionate about wiring, especially when it comes to renewable energy. I also think I have a knack for it.",ELECTRICAL
I have always been curious about synthesis.,CHEMISTRY
"I think cells is the future, and I love anatomy.",BIOLOGY
"I think circuits is the future, and I love microcontrollers. It's just something that comes naturally to me.",ELECTRICAL
"I think construction is the future, and I love materials.",CIVIL
"I think forces is the future, and I love astronomy. I also think I have a knack for it.",PHYSICS
"I am very passionate about anatomy, especially when it comes to health. I also think I have a knack for it.",BIOLOGY
My favorite projects always involve energy and I am fascinated by electronics.,ELECTRICAL
I am naturally drawn to space.,PHYSICS
"Whenever I get a chance, I try to read about buildings.",CIVIL
"I think renewable energy is the future, and I love microcontrollers. It's just something that comes naturally to me.",ELECTRICAL
"If I had to choose, I would spend my time learning about universe and quantum.",PHYSICS
I am naturally drawn to management. I also think I have a knack for it.,MANAGEMENT
"Whenever I get a chance, I try to read about wiring. I also think I have a knack for it.",ELECTRICAL
I am naturally drawn to architecture. I also think I have a knack for it.,CIVIL
"I think finance is the future, and I love teamwork.",MANAGEMENT
"I think anatomy is the future, and I love medicine. It's just something that comes naturally to me.",BIOLOGY
I am naturally drawn to electronics.,ELECTRICAL
My favorite projects always involve experiments and I am fascinated by drugs. I also think I have a knack for it.,CHEMISTRY
I have always been curious about designing structures. I also think I have a knack for it.,CIVIL
I want to build a career where I can utilize my skills in drugs and synthesis.,CHEMISTRY
"If I had to choose, I would spend my time learning about programming and coding. I also think I have a knack for it.",CSE
I have always been curious about programming.,CSE
"I am very passionate about quantum, especially when it comes to astronomy.",PHYSICS
I have always been curious about energy.,ELECTRICAL
I want to build a career where I can utilize my skills in microcontrollers and transformers. It's just something that comes naturally to me.,ELECTRICAL
My favorite projects always involve ecosystems and I am fascinated by genetics. I also think I have a knack for it.,BIOLOGY
"Whenever I get a chance, I try to read about robotics.",MECHANICAL
I am naturally drawn to astronomy.,PHYSICS
I find transformers incredibly interesting and I'm good at understanding power. I also think I have a knack for it.,ELECTRICAL
I really enjoy working with bridges and buildings.,CIVIL
"Whenever I get a chance, I try to read about wiring.",ELECTRICAL
My favorite projects always involve chemicals and I am fascinated by molecules. I also think I have a knack for it.,CHEMISTRY
I find finance incredibly interesting and I'm good at understanding management. I also think I have a knack for it.,MANAGEMENT
I really enjoy working with AI and debugging. I also think I have a knack for it.,CSE
I have always been curious about urban planning. I also think I have a knack for it.,CIVIL
"I think machines is the future, and I love cars. I also think I have a knack for it.",MECHANICAL
My favorite projects always involve quantum and I am fascinated by mechanics.,PHYSICS
"I am very passionate about electronics, especially when it comes to transformers.",ELECTRICAL
"Whenever I get a chance, I try to read about forces. I also think I have a knack for it.",PHYSICS
"If I had to choose, I would spend my time learning about microcontrollers and energy. I also think I have a knack for it.",ELECTRICAL
"If I had to choose, I would spend my time learning about power and transformers.",ELECTRICAL
"Whenever I get a chance, I try to read about computers. I also think I have a knack for it.",CSE
"Whenever I get a chance, I try to read about ecosystems. I also think I have a knack for it.",BIOLOGY
I find designing structures incredibly interesting and I'm good at understanding buildings.,CIVIL
I find microcontrollers incredibly interesting and I'm good at understanding transformers.,ELECTRICAL
I am naturally drawn to plants.,BIOLOGY
"I am very passionate about electronics, especially when it comes to energy. I also think I have a knack for it.",ELECTRICAL
"Whenever I get a chance, I try to read about reactions. I also think I have a knack for it.",CHEMISTRY
"If I had to choose, I would spend my time learning about debugging and computers.",CSE
My favorite projects always involve architecture and I am fascinated by materials. I also think I have a knack for it.,CIVIL
I am naturally drawn to drugs. I also think I have a knack for it.,CHEMISTRY
I have always been curious about genetics.,BIOLOGY
"Whenever I get a chance, I try to read about chemicals. It's just something that comes naturally to me.",CHEMISTRY
I am naturally drawn to circuits. It's just something that comes naturally to me.,ELECTRICAL
I have always been curious about business. I also think I have a knack for it.,MANAGEMENT
I really enjoy working with debugging and computers. I also think I have a knack for it.,CSE
I want to build a career where I can utilize my skills in buildings and construction.,CIVIL
"If I had to choose, I would spend my time learning about circuits and microcontrollers. I also think I have a knack for it.",ELECTRICAL
My favorite projects always involve algorithms and I am fascinated by software.,CSE
"I am very passionate about relativity, especially when it comes to quantum. I also think I have a knack for it.",PHYSICS
"If I had to choose, I would spend my time learning about AI and hackathons. I also think I have a knack for it.",CSE
I really enjoy working with management and teamwork. I also think I have a knack for it.,MANAGEMENT
"If I had to choose, I would spend my time learning about thermodynamics and CAD. I also think I have a knack for it.",MECHANICAL
I want to build a career where I can utilize my skills in voltage and microcontrollers. I also think I have a knack for it.,ELECTRICAL
I want to build a career where I can utilize my skills in debugging and coding.,CSE
My favorite projects always involve infrastructure and I am fascinated by blueprints.,CIVIL
"If I had to choose, I would spend my time learning about materials and architecture.",CIVIL
I find infrastructure incredibly interesting and I'm good at understanding materials. I also think I have a knack for it.,CIVIL
My favorite projects always involve motion and I am fascinated by astronomy. I also think I have a knack for it.,PHYSICS
I want to build a career where I can utilize my skills in medicine and living organisms. I also think I have a knack for it.,BIOLOGY
I have always been curious about mechanics. I also think I have a knack for it.,PHYSICS
I want to build a career where I can utilize my skills in presentations and strategy.,MANAGEMENT
I find software incredibly interesting and I'm good at understanding hackathons.,CSE
My favorite projects always involve energy and I am fascinated by universe. I also think I have a knack for it.,PHYSICS
"If I had to choose, I would spend my time learning about space and mechanics. I also think I have a knack for it.",PHYSICS
"Whenever I get a chance, I try to read about machine learning. I also think I have a knack for it.",CSE
I want to build a career where I can utilize my skills in architecture and infrastructure.,CIVIL
I have always been curious about forces. I also think I have a knack for it.,PHYSICS
I really enjoy working with entrepreneurship and strategy. I also think I have a knack for it.,MANAGEMENT
My favorite projects always involve urban planning and I am fascinated by construction. I also think I have a knack for it.,CIVIL
"I am very passionate about motion, especially when it comes to energy. I also think I have a knack for it.",PHYSICS
"I am very passionate about animals, especially when it comes to genetics.",BIOLOGY
My favorite projects always involve periodic table and I am fascinated by chemicals.,CHEMISTRY
My favorite projects always involve transformers and I am fascinated by renewable energy. I also think I have a knack for it.,ELECTRICAL
My favorite projects always involve coding and I am fascinated by hackathons. I also think I have a knack for it.,CSE
I want to build a career where I can utilize my skills in transformers and voltage.,ELECTRICAL
"I am very passionate about compounds, especially when it comes to chemicals.",CHEMISTRY
My favorite projects always involve gravity and I am fascinated by space. I also think I have a knack for it.,PHYSICS
I have always been curious about motion.,PHYSICS
I want to build a career where I can utilize my skills in transformers and electronics. I also think I have a knack for it.,ELECTRICAL
I have always been curious about cars.,MECHANICAL
I find relativity incredibly interesting and I'm good at understanding universe.,PHYSICS
My favorite projects always involve hackathons and I am fascinated by software. I also think I have a knack for it.,CSE
My favorite projects always involve laboratory and I am fascinated by periodic table. I also think I have a knack for it.,CHEMISTRY
My favorite projects always involve infrastructure and I am fascinated by blueprints.,CIVIL
"Whenever I get a chance, I try to read about designing structures. It's just something that comes naturally to me.",CIVIL
"Whenever I get a chance, I try to read about motion. I also think I have a knack for it.",PHYSICS
I find cars incredibly interesting and I'm good at understanding manufacturing.,MECHANICAL
"Whenever I get a chance, I try to read about anatomy.",BIOLOGY
I am naturally drawn to robotics. I also think I have a knack for it.,MECHANICAL
I find marketing incredibly interesting and I'm good at understanding finance.,MANAGEMENT
My favorite projects always involve construction and I am fascinated by materials.,CIVIL
I am naturally drawn to engines. I also think I have a knack for it.,MECHANICAL
"If I had to choose, I would spend my time learning about voltage and energy.",ELECTRICAL
"Whenever I get a chance, I try to read about strategy. It's just something that comes naturally to me.",MANAGEMENT
"I am very passionate about drugs, especially when it comes to compounds. I also think I have a knack for it.",CHEMISTRY
"If I had to choose, I would spend my time learning about blueprints and bridges. I also think I have a knack for it.",CIVIL
"If I had to choose, I would spend my time learning about molecules and compounds. I also think I have a knack for it.",CHEMISTRY
I have always been curious about designing structures. I also think I have a knack for it.,CIVIL
I am naturally drawn to circuits. I also think I have a knack for it.,ELECTRICAL
I really enjoy working with robotics and gears. I also think I have a knack for it.,MECHANICAL
"Whenever I get a chance, I try to read about computers. I also think I have a knack for it.",CSE
"I think synthesis is the future, and I love experiments. It's just something that comes naturally to me.",CHEMISTRY
I find app development incredibly interesting and I'm good at understanding computers. I also think I have a knack for it.,CSE
My favorite projects always involve quantum and I am fascinated by motion. I also think I have a knack for it.,PHYSICS
I want to build a career where I can utilize my skills in energy and renewable energy. I also think I have a knack for it.,ELECTRICAL
I have always been curious about bridges. I also think I have a knack for it.,CIVIL
I find transformers incredibly interesting and I'm good at understanding circuits. I also think I have a knack for it.,ELECTRICAL
My favorite projects always involve algorithms and I am fascinated by debugging. It's just something that comes naturally to me.,CSE
"I am very passionate about debugging, especially when it comes to software. I also think I have a knack for it.",CSE
I have always been curious about quantum. I also think I have a knack for it.,PHYSICS
I find energy incredibly interesting and I'm good at understanding gravity.,PHYSICS
I really enjoy working with transformers and microcontrollers.,ELECTRICAL
"Whenever I get a chance, I try to read about living organisms.",BIOLOGY
"I am very passionate about engines, especially when it comes to CAD. I also think I have a knack for it.",MECHANICAL
I want to build a career where I can utilize my skills in electronics and energy. I also think I have a knack for it.,ELECTRICAL
"I am very passionate about quantum, especially when it comes to universe.",PHYSICS
I am naturally drawn to circuits. It's just something that comes naturally to me.,ELECTRICAL
"I am very passionate about robotics, especially when it comes to machines. I also think I have a knack for it.",MECHANICAL
"I think energy is the future, and I love microcontrollers. I also think I have a knack for it.",ELECTRICAL
I have always been curious about medicine.,BIOLOGY
I want to build a career where I can utilize my skills in engines and thermodynamics. I also think I have a knack for it.,MECHANICAL
I find periodic table incredibly interesting and I'm good at understanding drugs.,CHEMISTRY
I want to build a career where I can utilize my skills in voltage and power.,ELECTRICAL
I find plants incredibly interesting and I'm good at understanding genetics.,BIOLOGY
My favorite projects always involve vehicles and I am fascinated by engines. I also think I have a knack for it.,MECHANICAL
I have always been curious about marketing. I also think I have a knack for it.,MANAGEMENT
I have always been curious about wiring.,ELECTRICAL
"I think mechanics is the future, and I love universe. I also think I have a knack for it.",PHYSICS
"If I had to choose, I would spend my time learning about programming and algorithms. I also think I have a knack for it.",CSE
"I am very passionate about energy, especially when it comes to microcontrollers. I also think I have a knack for it.",ELECTRICAL
My favorite projects always involve strategy and I am fascinated by management. I also think I have a knack for it.,MANAGEMENT
I find wiring incredibly interesting and I'm good at understanding renewable energy. I also think I have a knack for it.,ELECTRICAL
I really enjoy working with health and animals.,BIOLOGY
"I am very passionate about computers, especially when it comes to coding.",CSE
"I think cells is the future, and I love animals. I also think I have a knack for it.",BIOLOGY
I want to build a career where I can utilize my skills in chemicals and molecules.,CHEMISTRY
I have always been curious about infrastructure. It's just something that comes naturally to me.,CIVIL
